state,homeownership,annual_income,debt_to_income,months_since_last_delinq,inquiries_last_12m,open_credit_lines,total_credit_limit,total_credit_utilized,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,balance,paid_total,paid_principal,paid_interest
NY,MORTGAGE,99000.0,20.78,0.0,1,13,415771,57617,4,2,1.0,13,4,20700,18,8,6,2,100.0,debt_consolidation,30000,60,9.93,636.38,B,Mar-2018,28825.95,1974.27,1174.05,800.22
MS,RENT,44000.0,19.42,0.0,1,6,63963,39654,3,2,11.0,6,1,15300,3,3,1,0,100.0,credit_card,7000,36,6.08,213.21,A,Feb-2018,6283.6,850.48,716.4,134.08
VA,RENT,97000.0,0.33,62.0,2,6,25854,11195,2,6,5.0,6,1,13000,8,3,1,0,81.8,other,35000,36,16.01,1230.67,C,Mar-2018,32678.16,3629.75,2321.84,1307.91
IL,MORTGAGE,30000.0,8.56,0.0,0,3,22300,10709,0,0,19.0,3,3,22300,4,3,3,0,100.0,credit_card,10000,60,13.59,230.57,C,Feb-2018,9522.69,914.73,477.31,437.42
TN,OWN,50000.0,14.16,0.0,2,5,55089,29320,1,3,1.0,5,2,29300,7,4,4,1,100.0,other,20000,36,9.92,644.6,B,Mar-2018,18550.28,1922.78,1449.72,473.06
CA,MORTGAGE,115000.0,12.89,26.0,2,12,527790,88149,9,2,4.0,12,0,0,7,2,0,1,64.5,small_business,40000,60,15.04,952.44,C,Mar-2018,38629.65,2823.9,1370.35,1453.55
IL,MORTGAGE,80000.0,9.92,45.0,3,11,322553,20241,1,9,4.0,11,3,25100,17,9,5,7,92.9,credit_card,12000,36,6.71,368.94,A,Mar-2018,11089.41,1102.35,910.59,191.76
FL,MORTGAGE,60000.0,27.06,77.0,2,13,94036,44347,3,4,11.0,13,3,17400,16,10,5,0,95.7,debt_consolidation,10000,36,11.99,332.1,B,Jan-2018,8815.65,1703.8,1184.35,519.45
CA,RENT,50000.0,13.3,12.0,1,13,31300,15584,3,1,8.0,13,5,16100,15,10,6,0,68.4,credit_card,10000,36,13.59,339.79,C,Feb-2018,9078.33,1351.61,921.67,429.94
IN,MORTGAGE,91000.0,24.99,0.0,9,23,307277,105205,6,8,1.0,23,5,60500,24,16,7,1,100.0,debt_consolidation,15000,36,7.35,465.57,A,Jan-2018,12832.7,2593.88,2167.3,426.58
MN,MORTGAGE,75000.0,0.54,32.0,4,7,253569,42,0,6,2.0,7,3,35100,8,6,3,1,70.6,major_purchase,24000,60,10.42,514.91,B,Jan-2018,22440.6,2539.82,1559.4,980.42
CA,MORTGAGE,182000.0,16.72,25.0,0,7,604303,78003,3,1,14.0,7,2,25500,6,3,2,2,84.6,debt_consolidation,40000,36,7.97,1252.91,A,Feb-2018,36011.51,4976.22,3988.49,987.73
TX,MORTGAGE,65000.0,10.62,29.0,1,13,168410,25122,0,1,6.0,13,4,59500,21,12,5,3,92.6,debt_consolidation,25000,60,9.92,530.2,B,Mar-2018,24350.26,1046.62,649.74,396.88
MS,MORTGAGE,170000.0,14.23,0.0,1,16,296303,95665,4,9,12.0,16,5,34600,15,11,7,1,100.0,debt_consolidation,25000,60,9.93,530.32,B,Jan-2018,23355.79,2624.02,1644.21,979.81
NY,RENT,70000.0,21.79,0.0,1,8,216901,32432,2,0,0.0,8,3,16500,6,5,4,3,100.0,debt_consolidation,24000,60,14.07,559.31,C,Mar-2018,23156.46,1640.41,843.54,796.87
TX,OWN,60000.0,5.96,32.0,0,5,13217,9799,1,4,17.0,5,2,6000,5,4,4,0,75.0,credit_card,15000,60,14.08,349.65,C,Feb-2018,14293.08,1386.87,706.92,679.95
NY,MORTGAGE,100000.0,22.49,45.0,2,12,220075,98692,3,6,7.0,12,1,36000,13,8,1,3,92.1,other,36000,60,12.62,812.13,C,Jan-2018,33786.28,4035.41,2213.72,1821.69
OR,RENT,68000.0,17.28,0.0,3,31,205036,37791,1,18,4.0,31,29,180850,36,30,13,0,100.0,debt_consolidation,20000,60,16.02,486.58,C,Jan-2018,18872.39,2388.4,1127.61,1260.79
NY,MORTGAGE,42500.0,24.57,0.0,2,7,123232,57581,2,4,6.0,7,2,3000,14,4,4,2,100.0,debt_consolidation,11000,36,18.06,398.01,D,Feb-2018,1660.07,9814.99,9339.93,475.06
CA,RENT,52000.0,21.3,75.0,1,9,73249,34442,1,5,11.0,9,3,26200,11,7,4,0,94.7,credit_card,15000,60,14.08,349.65,C,Jan-2018,14111.13,1736.52,888.87,847.65
GA,RENT,68250.0,8.63,70.0,0,14,98559,90416,7,1,17.0,14,5,22200,9,7,5,1,100.0,credit_card,13500,60,16.02,328.44,C,Feb-2018,12895.16,1289.73,604.84,684.89
AL,MORTGAGE,55000.0,8.66,0.0,0,6,122838,16537,1,3,,6,1,7000,4,4,1,3,100.0,debt_consolidation,10000,60,11.99,222.4,B,Jan-2018,9375.22,1105.34,624.78,480.56
CO,OWN,95000.0,11.33,0.0,0,7,77389,46601,1,3,,7,2,37800,7,6,2,0,100.0,debt_consolidation,28000,36,6.71,860.86,A,Mar-2018,25875.28,2572.14,2124.72,447.42
SC,RENT,71000.0,15.48,0.0,0,10,71270,39261,6,2,,10,3,24400,5,4,3,0,100.0,credit_card,10000,36,6.07,304.54,A,Mar-2018,9234.27,920.37,765.73,154.64
NC,MORTGAGE,41200.0,16.95,55.0,0,9,191066,47940,4,8,14.0,9,2,12000,8,4,2,1,85.0,other,10000,36,7.35,310.38,A,Jan-2018,8488.64,1824.43,1511.36,313.07
NC,RENT,44088.0,27.93,0.0,1,18,71174,37694,2,8,5.0,18,6,19100,30,16,11,0,100.0,debt_consolidation,10000,36,13.59,339.79,C,Feb-2018,9078.33,1351.61,921.67,429.94
WA,RENT,15000.0,5.87,0.0,1,7,28874,2114,1,3,10.0,7,2,18900,13,6,2,0,100.0,debt_consolidation,2500,36,13.59,84.95,C,Jan-2018,2210.33,420.03,289.67,130.36
LA,OWN,95000.0,12.42,0.0,0,5,390874,37792,1,1,,5,3,27500,6,3,3,2,100.0,other,6500,36,5.31,195.72,A,Mar-2018,5996.91,592.91,503.09,89.82
CA,RENT,80000.0,11.88,0.0,2,9,27100,14056,2,4,6.0,9,3,7600,7,6,3,0,100.0,house,40000,36,11.99,1328.39,B,Jan-2018,35262.66,6761.85,4737.34,2024.51
FL,RENT,45000.0,25.41,34.0,3,14,72097,33160,2,9,4.0,14,7,29500,15,12,8,0,95.0,other,16000,36,16.02,562.68,C,Feb-2018,14575.47,2236.48,1424.53,811.95
KY,MORTGAGE,35000.0,23.01,0.0,0,16,185161,86272,3,6,16.0,16,9,44700,20,11,10,2,100.0,debt_consolidation,2400,36,7.96,75.17,A,Mar-2018,2221.07,223.39,178.93,44.46
NJ,MORTGAGE,82000.0,18.09,5.0,5,16,366648,38119,2,5,2.0,16,1,7500,17,12,2,4,82.1,other,20000,36,19.03,733.43,D,Feb-2018,18294.92,2912.58,1705.08,1207.5
TX,RENT,82000.0,7.08,0.0,6,14,32200,10401,1,15,4.0,14,10,26700,15,13,11,0,100.0,credit_card,30000,36,16.01,1054.86,C,Mar-2018,28009.85,3137.9,1990.15,1147.75
CA,OWN,27000.0,2.54,0.0,0,3,15600,1364,0,0,,3,2,15000,3,3,2,0,100.0,other,3600,36,6.72,110.7,A,Jan-2018,3142.2,552.16,457.8,94.36
TX,MORTGAGE,92000.0,25.33,0.0,1,8,260226,51302,4,6,8.0,8,2,37200,13,3,2,2,100.0,home_improvement,20000,36,6.07,609.08,A,Mar-2018,18468.54,1800.27,1531.46,268.81
CA,RENT,40000.0,29.72,0.0,0,10,57628,34805,3,2,18.0,10,3,23800,10,7,5,0,100.0,credit_card,16000,36,6.07,487.26,A,Mar-2018,14774.84,1450.99,1225.16,225.83
NC,MORTGAGE,170000.0,22.66,0.0,2,22,349067,101835,4,10,1.0,22,11,57200,19,17,12,3,100.0,debt_consolidation,24000,36,13.58,815.38,C,Mar-2018,22350.13,2428.03,1649.87,778.16
CA,RENT,30000.0,5.68,0.0,1,4,11000,3775,1,1,8.0,4,1,6500,7,3,1,0,100.0,credit_card,2000,36,10.42,64.93,B,Feb-2018,1807.25,258.56,192.75,65.81
NY,RENT,52500.0,9.73,18.0,0,7,79622,71415,2,2,,7,3,4800,6,5,4,0,87.5,other,2000,36,11.98,66.41,B,Mar-2018,1859.35,196.57,140.65,55.92
CA,RENT,25000.0,2.78,16.0,0,9,41300,2461,0,5,14.0,9,1,29100,17,9,2,0,91.3,vacation,6500,36,9.43,208.01,B,Mar-2018,6025.5,617.22,474.5,142.72
SC,RENT,70000.0,39.07,0.0,3,27,109647,75898,4,12,0.0,27,11,25400,24,22,13,0,100.0,debt_consolidation,8000,36,16.02,281.34,C,Feb-2018,7287.73,1107.56,712.27,395.29
AL,RENT,16000.0,25.43,0.0,0,7,19345,8243,1,3,13.0,7,1,2000,6,6,4,0,100.0,debt_consolidation,7000,36,18.06,253.28,D,Feb-2018,6394.79,1006.1,605.21,400.89
VA,RENT,125000.0,2.47,0.0,1,6,88500,11361,1,6,9.0,6,2,78500,8,5,2,0,100.0,credit_card,25000,60,12.61,563.85,C,Mar-2018,24087.05,1674.04,912.95,761.09
CA,MORTGAGE,60000.0,22.92,0.0,1,19,374897,48921,1,8,5.0,19,7,35900,21,17,11,1,100.0,debt_consolidation,15000,60,14.07,349.57,C,Mar-2018,14472.78,1088.25,527.22,561.03
NC,RENT,100000.0,27.71,29.0,4,17,130869,51510,5,3,9.0,17,4,49300,30,12,5,1,89.5,debt_consolidation,35000,36,10.42,1136.27,B,Jan-2018,29736.97,6640.83,5263.03,1377.8
CA,RENT,205000.0,14.04,21.0,2,8,96538,65694,5,4,6.0,7,1,4000,11,3,2,3,84.6,debt_consolidation,26000,36,10.42,844.09,B,Jan-2018,22854.22,4205.4,3145.78,1059.62
MI,MORTGAGE,45000.0,11.79,0.0,1,6,105050,16491,1,4,1.0,6,3,24900,7,4,3,1,100.0,debt_consolidation,12000,60,17.47,301.28,D,Mar-2018,11614.7,880.55,385.3,495.25
CA,RENT,26448.0,30.54,0.0,1,7,36280,27636,5,2,4.0,7,1,8000,2,2,2,0,100.0,credit_card,10000,60,10.91,216.98,B,Jan-2018,9358.12,1078.84,641.88,436.96
CA,MORTGAGE,90000.0,18.63,0.0,0,13,321900,30997,1,3,,13,3,49100,15,11,4,2,100.0,home_improvement,15000,36,5.32,451.73,A,Jan-2018,13056.7,2249.78,1943.3,306.48
NY,RENT,60000.0,9.24,33.0,0,7,27540,8770,1,0,,7,3,16200,13,6,4,0,93.3,debt_consolidation,10000,36,14.08,342.17,C,Feb-2018,9084.7,1353.04,915.3,437.74
WA,RENT,25000.0,14.31,25.0,1,14,33000,6979,1,3,7.0,14,4,18200,21,13,6,0,95.7,debt_consolidation,5000,36,7.35,155.19,A,Jan-2018,4369.5,771.87,630.5,141.37
GA,RENT,74000.0,14.39,0.0,1,11,90000,29504,1,3,0.0,11,3,56200,11,10,5,0,100.0,small_business,28125,60,12.62,634.48,C,Jan-2018,26395.51,3132.96,1729.49,1403.47
MD,RENT,119568.0,22.04,0.0,1,16,101559,70239,4,7,2.0,16,5,9400,14,12,11,0,100.0,debt_consolidation,10000,36,15.04,346.85,C,Mar-2018,9327.09,1023.84,672.91,350.93
TX,MORTGAGE,20000.0,0.0,0.0,3,7,64000,0,0,1,5.0,7,0,10000,11,6,0,2,100.0,other,10000,60,9.92,212.08,B,Mar-2018,9608.54,652.78,391.46,261.32
MA,MORTGAGE,151000.0,15.81,28.0,3,17,160259,77372,3,13,7.0,17,4,64400,18,14,6,4,86.7,home_improvement,40000,60,10.9,867.71,B,Mar-2018,38473.08,2578.91,1526.92,1051.99
CA,RENT,70000.0,27.6,0.0,4,11,92378,45569,4,2,0.0,11,3,26700,7,6,4,0,100.0,credit_card,10000,36,6.72,307.5,A,Mar-2018,9241.27,918.77,758.73,160.04
ME,OWN,35000.0,29.12,0.0,0,18,72470,37589,10,3,20.0,18,0,19300,13,8,0,0,100.0,debt_consolidation,8000,36,5.32,240.92,A,Feb-2018,6920.52,1207.77,1079.48,128.29
NY,RENT,84000.0,7.57,0.0,1,2,38401,35702,1,1,1.0,2,1,3000,6,1,1,0,100.0,house,35000,60,11.99,778.38,B,Jan-2018,33701.09,2311.83,1298.91,1012.92
CA,MORTGAGE,200000.0,10.67,0.0,1,14,513156,35893,3,2,10.0,14,3,104100,18,8,3,2,100.0,debt_consolidation,20000,36,5.32,602.3,A,Feb-2018,17931.76,2394.42,2068.24,326.18
FL,OWN,25000.0,31.61,0.0,0,5,43376,14488,1,3,,5,2,23500,5,4,2,0,100.0,debt_consolidation,9000,36,10.41,292.15,B,Mar-2018,8047.14,1166.04,952.86,213.18
VT,RENT,60000.0,8.7,0.0,1,4,16000,11539,1,3,8.0,4,3,6000,4,3,3,0,100.0,debt_consolidation,20000,60,14.07,466.1,C,Mar-2018,19534.08,916.57,465.92,450.65
NJ,RENT,65000.0,15.05,0.0,1,18,101727,22442,3,8,3.0,18,4,55900,28,15,4,0,100.0,debt_consolidation,3000,36,6.07,91.37,A,Feb-2018,2692.9,363.46,307.1,56.36
TX,OWN,52000.0,2.28,0.0,10,5,4100,1460,0,1,9.0,5,5,4100,6,5,5,1,100.0,major_purchase,10000,36,11.99,332.1,B,Mar-2018,2700.05,7516.29,7299.95,216.34
ME,RENT,44000.0,12.9,79.0,2,12,269361,46789,10,4,6.0,11,1,2900,4,1,1,1,94.4,major_purchase,5000,36,6.71,153.73,A,Mar-2018,4620.57,459.33,379.43,79.9
MA,MORTGAGE,145000.0,16.57,33.0,2,19,506779,58807,2,2,6.0,19,9,95600,21,15,10,3,91.4,debt_consolidation,15000,36,5.31,451.66,A,Feb-2018,13839.02,1350.56,1160.98,189.58
IL,RENT,48000.0,18.03,28.0,1,11,51430,21017,4,4,11.0,11,5,32000,13,7,7,0,95.8,debt_consolidation,10000,60,13.59,230.57,C,Feb-2018,9522.69,914.73,477.31,437.42
CT,OWN,100000.0,10.92,0.0,3,5,30000,15946,1,2,10.0,5,3,15000,7,4,3,0,100.0,home_improvement,40000,36,10.9,1307.66,B,Feb-2018,37141.21,4007.76,2858.79,1148.97
NE,RENT,35000.0,5.59,60.0,2,9,14200,3702,0,6,10.0,9,4,14200,16,9,5,0,88.2,other,3000,36,12.62,100.54,C,Jan-2018,2719.66,400.06,280.34,119.72
OH,RENT,33000.0,27.02,0.0,2,9,82620,77325,7,2,3.0,9,2,9100,2,2,2,0,100.0,credit_card,1500,36,10.42,48.7,B,Jan-2018,1355.43,193.93,144.57,49.36
GA,MORTGAGE,196000.0,24.38,0.0,4,12,264105,214317,3,4,1.0,12,7,40000,11,8,7,3,100.0,credit_card,28000,36,15.05,971.32,C,Feb-2018,25472.33,3861.87,2527.67,1334.2
CA,RENT,76000.0,11.45,0.0,0,10,54900,18790,3,3,17.0,10,3,21300,9,6,5,0,100.0,debt_consolidation,8000,36,6.71,245.96,A,Feb-2018,6939.85,1222.88,1060.15,162.73
FL,RENT,49000.0,28.8,0.0,1,21,98338,90581,16,4,7.0,21,4,22500,11,5,4,0,100.0,debt_consolidation,20000,60,21.45,546.15,D,Feb-2018,19224.93,2160.77,775.07,1385.7
NY,MORTGAGE,275000.0,11.12,0.0,3,14,599264,147964,0,3,6.0,14,7,103100,19,12,9,3,100.0,debt_consolidation,40000,36,9.44,1280.2,B,Mar-2018,37080.55,3935.0,2919.45,1015.55
NY,MORTGAGE,80000.0,13.47,15.0,6,21,168890,40632,2,14,5.0,21,5,29200,25,18,8,2,94.9,debt_consolidation,11000,36,11.99,365.31,B,Feb-2018,9323.13,2087.58,1676.87,410.71
NY,RENT,35500.0,16.93,82.0,0,10,53495,42709,3,5,18.0,10,4,8600,8,7,6,0,92.9,debt_consolidation,3300,36,11.99,109.6,B,Jan-2018,2909.13,545.8,390.87,154.93
CA,MORTGAGE,130000.0,14.43,0.0,1,10,440947,97118,1,5,5.0,10,4,72800,13,8,4,7,100.0,medical,15000,36,6.07,456.81,A,Mar-2018,13851.4,1365.37,1148.6,216.77
UT,OWN,56000.0,16.08,0.0,0,5,45665,23724,2,1,,5,3,23500,5,3,3,1,100.0,debt_consolidation,11500,36,5.31,346.27,A,Feb-2018,10310.6,1378.3,1189.4,188.9
FL,OWN,150000.0,33.23,10.0,2,18,566609,105380,4,7,12.0,17,4,63000,15,11,8,6,97.1,credit_card,16500,36,6.07,502.49,A,Mar-2018,15236.55,1501.91,1263.45,238.46
WA,RENT,80000.0,23.73,63.0,6,10,96240,83701,4,12,4.0,10,2,3600,17,6,5,2,95.8,debt_consolidation,15000,60,19.42,392.59,D,Feb-2018,14385.93,1537.99,614.07,923.92
NJ,RENT,105000.0,14.37,0.0,1,12,134300,83037,1,6,3.0,12,6,100600,19,11,7,0,100.0,major_purchase,35000,60,21.85,963.68,D,Mar-2018,34002.9,2848.55,997.1,1851.45
MN,MORTGAGE,72000.0,21.32,37.0,4,11,245282,37210,5,8,4.0,11,4,13400,8,5,5,1,87.1,debt_consolidation,4400,36,14.08,150.56,C,Feb-2018,3997.25,598.8,402.75,196.05
MA,MORTGAGE,96000.0,18.66,18.0,2,14,427091,39536,4,8,3.0,14,5,29800,10,9,8,2,84.6,debt_consolidation,19000,60,18.06,483.1,D,Jan-2018,17984.13,2487.84,1015.87,1471.97
MI,OWN,35300.0,27.2,69.0,3,13,37273,30394,6,9,2.0,13,4,5300,8,7,5,0,93.8,debt_consolidation,3125,36,10.91,102.18,B,Jan-2018,2749.38,506.31,375.62,130.69
IL,MORTGAGE,73000.0,24.38,0.0,0,23,194873,57185,1,4,,23,10,65300,37,21,15,2,100.0,debt_consolidation,20000,60,9.44,419.46,B,Jan-2018,18668.58,2086.81,1331.42,755.39
IL,OWN,50000.0,17.23,48.0,0,14,127498,16349,1,4,14.0,14,2,21200,13,12,4,3,92.5,debt_consolidation,20000,60,12.62,451.19,C,Feb-2018,19021.27,1790.74,978.73,812.01
PA,OWN,70000.0,7.75,0.0,0,10,68800,19857,0,3,15.0,10,3,61100,11,10,4,0,100.0,debt_consolidation,10000,60,9.44,209.73,B,Feb-2018,9469.53,833.68,530.47,303.21
NC,MORTGAGE,350000.0,6.21,0.0,0,13,541617,81103,1,4,21.0,13,7,81100,14,9,8,4,100.0,debt_consolidation,35000,36,6.08,1066.04,A,Feb-2018,31418.07,4252.34,3581.93,670.41
OH,RENT,65000.0,26.88,4.0,3,17,95285,37650,2,6,6.0,17,5,39400,21,15,6,0,93.9,debt_consolidation,14000,36,11.98,464.87,B,Mar-2018,12908.48,1481.36,1091.52,389.84
NY,OWN,85820.0,19.44,0.0,0,10,43400,35479,3,5,15.0,10,3,5300,15,7,7,0,100.0,other,16000,36,9.92,515.68,B,Mar-2018,14840.23,1538.22,1159.77,378.45
KY,MORTGAGE,275000.0,19.2,25.0,1,13,655736,121893,5,4,10.0,13,3,52500,10,6,4,10,93.1,debt_consolidation,8000,36,13.59,271.84,C,Feb-2018,7262.63,1072.26,737.37,334.89
NM,RENT,90000.0,16.31,66.0,4,12,79813,50734,5,7,7.0,12,4,17200,12,7,6,0,96.3,debt_consolidation,7000,36,10.41,227.23,B,Feb-2018,6496.14,677.64,503.86,173.78
AZ,MORTGAGE,45000.0,17.49,0.0,3,13,205174,27470,3,7,5.0,13,7,37700,25,9,5,3,100.0,debt_consolidation,10000,36,7.97,313.23,A,Feb-2018,9002.87,1248.49,997.13,251.36
NY,RENT,56000.0,32.32,0.0,5,11,80123,50384,5,9,0.0,10,2,1900,17,6,3,0,100.0,debt_consolidation,2500,36,19.42,92.18,D,Mar-2018,2342.31,277.72,157.69,120.03
MN,MORTGAGE,58500.0,18.17,29.0,2,10,239313,163262,5,1,7.0,10,4,9500,4,4,4,1,97.8,other,25000,60,18.45,640.98,D,Mar-2018,24218.29,1871.69,781.71,1089.98
KY,MORTGAGE,170000.0,7.2,0.0,3,8,526275,59144,2,5,3.0,8,5,50700,13,5,5,6,100.0,home_improvement,5000,36,6.72,153.75,A,Jan-2018,4364.17,765.02,635.83,129.19
PA,RENT,9600.0,20.73,27.0,0,5,2900,1220,0,3,20.0,5,4,1900,11,5,4,0,80.0,debt_consolidation,5000,36,17.47,179.44,D,Mar-2018,4675.37,517.22,324.63,192.59
MA,RENT,92000.0,9.37,0.0,3,11,44560,24203,1,4,8.0,11,6,23600,11,10,6,0,100.0,credit_card,10000,36,10.41,324.61,B,Mar-2018,9522.22,643.44,477.78,165.66
TX,MORTGAGE,49000.0,15.28,0.0,4,17,318564,35342,3,2,6.0,17,1,18300,18,13,8,1,88.0,debt_consolidation,10000,36,9.44,320.05,B,Feb-2018,9023.01,1269.71,976.99,292.72
NY,RENT,35000.0,9.09,0.0,4,6,19023,6155,1,3,1.0,6,1,1300,9,5,2,0,100.0,debt_consolidation,6000,36,12.61,201.04,C,Mar-2018,5581.66,598.92,418.34,180.58
FL,RENT,35000.0,3.67,32.0,4,8,27400,2301,0,6,4.0,8,2,16200,8,8,4,0,88.9,debt_consolidation,2500,36,7.96,78.3,A,Mar-2018,2376.16,155.49,123.84,31.65
CA,MORTGAGE,98000.0,16.07,4.0,3,13,300427,43011,5,4,0.0,13,3,19500,10,7,4,3,88.5,debt_consolidation,28000,60,21.85,770.95,D,Feb-2018,26926.65,2845.88,1073.35,1772.53
TN,RENT,20400.0,9.82,69.0,0,6,41800,4561,1,3,17.0,6,2,6500,7,5,4,0,86.7,debt_consolidation,10000,36,7.96,313.18,A,Mar-2018,9504.67,630.79,495.33,135.46
IL,MORTGAGE,108000.0,21.08,0.0,3,22,209236,46828,2,4,2.0,22,14,91700,29,19,16,2,100.0,debt_consolidation,35000,60,9.43,733.87,B,Mar-2018,33612.67,2183.27,1387.33,795.94
CO,MORTGAGE,65318.52,22.18,0.0,1,7,376960,61520,2,4,10.0,7,3,8700,4,4,4,2,100.0,home_improvement,25000,60,15.04,595.28,C,Mar-2018,24143.51,1744.06,856.49,887.57
AL,MORTGAGE,90000.0,13.72,28.0,4,11,324219,49013,1,4,3.0,11,1,7000,16,9,9,2,90.9,debt_consolidation,15000,60,14.07,349.57,C,Mar-2018,14472.78,1025.26,527.22,498.04
WI,MORTGAGE,52000.0,15.3,0.0,0,10,182460,20570,2,6,18.0,10,3,13200,15,7,4,7,100.0,credit_card,16000,36,10.9,523.07,B,Mar-2018,14856.47,1549.83,1143.53,406.3
NY,MORTGAGE,109000.0,13.82,22.0,2,10,207658,25038,2,1,5.0,10,2,27900,16,7,3,3,64.3,debt_consolidation,20000,36,6.08,609.17,A,Feb-2018,17953.16,2429.92,2046.84,383.08
GA,RENT,65000.0,15.94,0.0,1,20,79132,75734,15,3,10.0,20,4,23000,5,5,5,0,100.0,credit_card,10000,36,9.93,322.35,B,Jan-2018,8782.01,1606.23,1217.99,388.24
MN,RENT,55000.0,11.52,34.0,0,4,21664,15558,1,1,21.0,4,3,9800,6,3,3,0,80.0,car,10000,36,12.61,335.07,C,Mar-2018,9537.61,663.13,462.39,200.74
PA,MORTGAGE,58000.0,18.48,0.0,0,8,190462,30328,2,1,14.0,8,3,29000,11,4,4,5,100.0,debt_consolidation,15000,60,10.42,321.82,B,Feb-2018,14223.68,1278.6,776.32,502.28
MD,MORTGAGE,84000.0,22.6,4.0,1,13,300443,40043,4,8,10.0,13,4,7900,11,8,6,2,81.8,debt_consolidation,11100,60,30.17,360.29,F,Jan-2018,10672.97,1792.15,427.03,1365.12
GA,RENT,85000.0,21.22,0.0,3,7,66747,58091,2,3,0.0,7,4,11300,6,5,4,1,95.0,debt_consolidation,24000,60,19.42,628.14,D,Feb-2018,23760.26,602.25,239.74,362.51
NJ,OWN,33000.0,20.58,58.0,1,10,43680,9854,4,6,2.0,10,3,16500,10,6,3,0,63.6,credit_card,1950,36,9.43,62.41,B,Mar-2018,1855.46,123.8,94.54,29.26
CA,MORTGAGE,40000.0,7.2,52.0,0,5,337841,6345,1,1,,5,2,7200,9,3,3,2,83.3,debt_consolidation,15000,60,17.47,376.59,D,Mar-2018,14518.41,1115.21,481.59,633.62
NJ,RENT,46800.0,16.62,62.0,0,5,49968,19694,2,3,14.0,5,2,26700,20,3,2,0,95.8,house,8000,36,7.34,248.27,A,Mar-2018,7398.32,741.55,601.68,139.87
SC,RENT,48000.0,15.38,0.0,0,6,33465,24690,1,3,23.0,6,1,7500,6,5,3,0,100.0,debt_consolidation,8500,36,7.96,266.21,A,Mar-2018,7866.34,791.11,633.66,157.45
TX,MORTGAGE,67764.0,17.62,0.0,2,8,36414,20547,2,2,4.0,8,4,13100,9,6,4,0,100.0,debt_consolidation,12000,36,13.58,407.69,C,Mar-2018,11175.06,1214.02,824.94,389.08
IL,MORTGAGE,245000.0,36.25,0.0,1,12,673970,253507,6,3,3.0,12,2,58000,6,2,2,3,100.0,debt_consolidation,12475,60,21.85,343.49,D,Mar-2018,12120.3,1015.33,354.7,660.63
OH,RENT,45000.0,27.28,0.0,0,11,43629,26502,2,2,19.0,11,7,14500,12,9,7,0,100.0,credit_card,11500,60,21.85,316.64,D,Mar-2018,11172.37,935.96,327.63,608.33
CO,RENT,24000.0,1.25,0.0,1,16,56150,62410,15,3,6.0,16,1,800,4,1,1,0,100.0,other,1000,36,22.91,38.67,E,Jan-2018,407.83,659.08,592.17,66.91
CA,MORTGAGE,80000.0,0.75,62.0,3,4,351650,389,0,3,0.0,4,2,5700,3,3,2,1,88.9,home_improvement,15000,36,12.61,502.6,C,Mar-2018,13954.16,1497.29,1045.84,451.45
AK,MORTGAGE,52000.0,12.08,43.0,5,10,346008,21479,1,13,2.0,10,6,47100,10,8,6,3,93.3,credit_card,13250,36,9.93,427.11,B,Feb-2018,11964.29,1690.17,1285.71,404.46
KY,MORTGAGE,70000.0,13.75,0.0,2,12,71363,11326,2,3,2.0,12,3,23900,15,10,5,3,100.0,house,10000,36,6.72,307.5,A,Jan-2018,8985.52,1226.27,1014.48,211.79
GA,RENT,100000.0,8.59,0.0,0,8,30633,26536,0,1,,8,6,28800,7,7,6,0,100.0,credit_card,18000,36,19.42,663.64,D,Mar-2018,16864.81,1952.08,1135.19,816.89
CA,MORTGAGE,95000.0,18.89,78.0,9,11,447224,43133,2,7,0.0,10,3,47900,19,8,4,3,93.8,vacation,2400,36,9.92,77.36,B,Mar-2018,2226.0,226.8,174.0,52.8
MS,MORTGAGE,78000.0,19.97,10.0,0,13,198876,42810,1,2,19.0,13,9,33700,14,11,9,3,72.2,debt_consolidation,21700,60,14.07,505.71,C,Mar-2018,21194.5,994.46,505.5,488.96
MI,RENT,65000.0,37.06,0.0,1,14,314622,67203,3,2,8.0,14,5,66000,15,10,9,2,100.0,debt_consolidation,36525,36,10.42,1185.78,B,Jan-2018,32105.81,5907.76,4419.19,1488.57
SC,MORTGAGE,85000.0,17.61,16.0,10,10,50967,20742,2,6,3.0,10,3,13600,20,8,6,4,76.5,credit_card,5000,36,7.35,155.19,A,Jan-2018,4497.14,618.72,502.86,115.86
NM,MORTGAGE,138000.0,27.51,20.0,2,10,258453,162295,7,2,7.0,10,0,0,8,3,2,0,89.5,debt_consolidation,28000,36,6.71,860.86,A,Mar-2018,25875.28,2561.7,2124.72,436.98
OK,MORTGAGE,72900.0,21.05,0.0,5,8,279032,55690,1,5,3.0,8,2,27400,13,5,5,2,100.0,debt_consolidation,35000,36,12.62,1172.9,C,Feb-2018,31729.59,4667.06,3270.41,1396.65
PA,MORTGAGE,31000.0,17.96,75.0,0,9,53200,14413,0,1,22.0,9,5,15700,14,7,7,6,91.7,credit_card,14000,60,16.01,340.53,C,Feb-2018,13532.58,1009.14,467.42,541.72
